id,author,updated_time,device,spent,stars,contents,net_support,heat,score
18218181,星雀。,2020-02-23,华为Nova 3,,5,五星好评，要问为什么，因为我们是元气骑士！两年多的老玩家了，之前最早时候没有云存档曾因为错手删掉而退游，然后去年串亲戚无聊再次回坑一天刷满了牧师和天国巡音，从远古版本打不过1-5的大巫师到现在轻松刷屌炸天，元气骑士带给我很多欢乐。不排斥bug但bug越来越少再好不过。最后，脸黑的非酋真的摸不齐图纸啊啊啊啊啊啊啊啊啊啊啊！,0,0.0,10
18218054,,2020-02-23,iPhone 7 Plus,,4,就很不错啊 就是无尽模式卡的不行,0,0.0,8
18218039,总司家的鱼,2020-02-23,黑鲨游戏手机,7.0,5,玩的有一年了，游戏很棒。但是现在感叹号处的熊孩子会不会有点太多了？,0,0.0,10
18217947,周若尘,2020-02-23,华为Nova 4e,,5,好游戏,0,0.0,10
18217938,愛してる,2020-02-23,,4870.0,5,希望出远程联机，游戏新出的无尽挺不错，挂机刷的材料就能很多,0,0.0,10
18217834,磁骨,2020-02-23,小米MIX 2,1214.0,4,快点更新版本啊喂！！玩了一个月不能打试炼之地，无尽模式卡得要死，熊孩子舞狮装甲到处都是，这个版本玩吐了。,0,0.0,8
18217667,你的非酋,2020-02-23,Vivo Y83A,13616.0,5,不觉得这金面猴王有些许叛逆吗？,0,0.0,10
18217650,秋思有点沉,2020-02-23,OPPO R11 Plus,2305.0,5,我更个新就图个实名认证让我少玩几个小时，哈哈哈哈哈哈哈淦（但是游戏还是赞，大爱元气骑士）,0,0.0,10
18216457,有趣的灵魂,2020-02-23,Vivo X21,2032.0,5,还要多久才能更新呢,0,0.0,10
18216224,Herobrine,2020-02-23,Vivo Y93标准版64G,12164.0,5,凉屋nb,0,0.0,10
18216028,~\(≧▽≦)/~,2020-02-23,,,5,继MC之后又一个可以玩一辈子的游戏,1,0.002028397565922921,10
18215824,Y.F,2020-02-23,华为畅享5,2350.0,5,好玩,0,0.0,10
18215751,归去来兮,2020-02-23,OPPO A5,9189.0,5,两年前开始玩元气骑士，也有一百多个小时了，心心念念云存档出了以后，开了个新号重新玩（gān），把当初欠下的金也都氪了，重新解锁各个设施，武器，重新刷金框，重新把各个角色都升到满级，玩了这么久的游戏依然有趣（除了刷次元斩，真的费手），希望凉屋越来越好吧,-1,0.002028397565922921,10
18215317,装逼男孩,2020-02-23,华为荣耀9,,5,18年玩的，怎么硕呢，游戏非常良心，不需要怎么氪金。像素风玩起来完全不卡顿，音乐十分带感，boss的种类繁多，总比某款只需要氪金游戏质量不怎么样的厂商好多了。这款游戏的联机系统也是最快乐的，跟几个舍友一起玩不错。总体来说呢，游戏性很高，枪械很多。,2,0.004056795131845842,10
18215079,花开花又落,2020-02-23,红米K20 Pro,4190.0,5,好玩,1,0.002028397565922921,10
18214682,月光清冷锁深秋,2020-02-23,红米Note 7 Pro,14784.0,5,得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得德得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得,0,0.0,10
18214329,芈月,2020-02-23,小米Note 2,,5,末日主题游戏能有这样的清新我也是第一次见，自动战斗的方式解放双手，这样就免去了伤脑筋的战斗，只用考虑阵型和培养的角色，让咱这种脑残玩家玩起来顺畅多了,0,0.0,10
18214235,流风回雪.,2020-02-23,OPPO R11s,66.0,5,晚上一点钟的时候下回来，但因为防沉迷不能玩，难受哈哈哈哈哈哈。之前在其他平台下来玩过，很好玩，武器花样多，地图也挺好的，像素画风很可爱，反正五星支持凉屋！！！,0,0.0,10
18214150,嘤龙(ω),2020-02-23,Vivo Y93标准版64G,2628.0,5,这么良心的游戏五星还用解释？,1,0.002028397565922921,10
18214080,春风,2020-02-23,红米Note 3,30.0,5,现在能不能联机,0,0.0,10
18213776,皮卡皮卡丘,2020-02-23,OPPO A57,16.0,4,啦啦啦，周六啦，来玩游戏啦,0,0.0,8
18213658,苏合香,2020-02-23,小米MIX 2,2635.0,2,不能远程联机，女朋友一点都不快乐,-1,0.014198782961460446,4
18213258,＆,2020-02-22,华为SPN-AL00,938.0,5,断断续续玩了两年，凉屋真用心做好游戏，游戏内容相当出色，唯一遗憾就是一直没出官方网络联机功能,0,0.0,10
18212940,海绵热,2020-02-22,,18475.0,5,什么时候更新啊，我的瓦尔基里小姐姐啊，根本看不到,0,0.0,10
18212592,黎中师,2020-02-22,华为荣耀View20,6262.0,5,进入电子空间退出必须退到主界面吗？不能退到大厅吗？花园拿的被动全没了，一天只能拿一次，直接不想玩┐（─__─）┌，一天玩一次,2,0.004056795131845842,10
18212351,ZZD,2020-02-22,OPPO A77,,5,五星,0,0.0,10
18212088,晓,2020-02-22,小米6X,3801.0,5,我觉得作为一款单机，真的很棒,0,0.0,10
18211078,巴掌,2020-02-22,OPPO Reno Ace,2.0,5,好游戏,0,0.0,10
18208699,ceres,2020-02-22,华为荣耀畅玩8A,154.0,5,我觉得元气是一个很好的游戏，满足某些用不了网（比如我）又想过手瘾的小伙伴儿们，可是吧对于我这种丝毫没有走位的人来说，这个游戏实在是太难了，我在家里是第一个玩的，后来我姐和我弟也一起跟着我玩，结果我这个东躲西藏的人玩的不怎么样，我姐她就和怪物生刚，结果她通关了我玩了这么多游戏，我深感元气的好啊，比如说我，我手比较残，有一些游戏它不是自动瞄准，它是用方向键来控制出招的方向，我就死的很惨了，哈哈，也许我不适合玩游戏，但是元气是一个好游戏,21,0.08316430020283976,10
18210215,1Gu0D0ng,2020-02-22,Vivo iQOO,5556.0,5,这个游戏不给满分你们良心不会痛吗，我一个不怎么玩手游的人掉这坑里了，越陷越深。。。,0,0.0,10
12747943,橡皮皮,2020-02-22,Vivo V1816A,,5,加回五星了，^_^又开始跟室友一起联机玩耍，新加了好多内容，存档的问题也解决了，因为疫情不能出门，就好好收集吧。原答分割线真的很喜欢这个游戏，玩了两年多基本东西都收集齐了。然而我换了手机。。。真的求求官方给救救孩子留点活路吧，不可能一个手机能他什么意外也没有吧。哭。。。我想给五星，但是我的没有任何存档的新游戏不允许我这样做！╯^╰只能扣掉一星，希望大佬们能解决这个问题哦。,2,0.004056795131845842,10
18210138,熊的儒雅隨和、,2020-02-22,华硕ZenFone 5 Lite (ZC600KL),9104.0,5,每次換手機都會載下來的遊戲，很難想像小公司能做這麼好的作品，玩家社區的營造也十分的好,0,0.0,10
18209886,小染,2020-02-22,OPPO R7s,7.0,5,希望元气骑士出一个匹配模式，不然玩家太孤单了,3,0.006085192697768763,10
18209255,。。。。。,2020-02-22,小米8,,5,超级棒,0,0.0,10
18208333,laughter land,2020-02-22,红米 K20 Pro 尊享版,246.0,5,可以说是一款非常休闲而又有技巧的游戏了，个人来说非常喜欢这种像素风且带有roguelike元素的游戏，简单易操作同时又有技巧的特点让游戏获得了很高的评分，可以说游戏的框架非常完善，无怪被玩家如此喜爱了。接下来说个游戏的问题，诸如武器机甲之类只能用一次，放在房间里也会消失的规则能够接受，但是最好能够让玩家很明显地认识到这一规则，大概也就几行字的事儿，不然的话这种水壶铲子同样可以是武器，散落在初始房间内的事情在一开始确实容易让人迷惑。,-2,0.004056795131845842,10
18208229,QWQ,2020-02-22,小米MAX 2,,5,好玩,0,0.0,10
14767310,L-cat,2020-02-22,Vivo X9s L,23704.0,5,期待boss皮肤，武器合成，新boss的更新,0,0.0,10
18206368,御坂美琴,2020-02-22,小米8,2.0,5,很nice 无论是游戏操作性还是打击感都很不错 难度也不高 不氪金照样能玩 特别是新加入的那个云存档 了结了我很久的心愿 之前这个游戏冷门就是因为手机单机游戏市场很小 而这个云存档很好的解决了玩家的顾虑,2,0.004056795131845842,10
18207152,彼岸人莫行,2020-02-22,OPPO R15中国版,3646.0,5,入坑挺久了，断断续续的玩，到现在这一版越来越有意思了。看了论坛发现我平时遇到的武器这些还是比较欧的。但还是没有通过关游戏渣一枚,0,0.0,10
18206783,顺天而行,2020-02-22,,,5,没啥好说的，五星就完了,0,0.0,10
18206101,John Wick,2020-02-22,Vivo Y75s,21242.0,5,元气骑士这款游戏呢，我个人认为可以和堡垒之夜有的一拼，可玩性和彩蛋这方面两者不相上下。这两款游戏真的是让我怎么玩都玩不腻，而且都真的非常的良心，尤其是元气，把所有皮肤角色都氪满了也才小几百块钱，可谓良心至极。,2,0.004056795131845842,10
18206015,于楽,2020-02-22,魅蓝Note 5,998.0,5,苹果和安卓都有存档，但主玩苹果，能氪的都氪了，也不多，不像某荣耀，一个皮肤几十块。祝凉屋越办越好！,5,0.010141987829614604,10
18205980,水杉,2020-02-22,华为G9青春版,2174.0,5,五星镇楼断断续续地完了也接近两年半了，没记错的话我是在元气第一个圣诞节入坑的。当时还只可以二人联机，就天天都和基友一起玩，那段时间可以说令我终身难忘，那时的我玩的基本都是一些快餐游戏，元气骑士理所当然地成为了我心中最好的游戏（至少到现在都是）这两年间我退了很多次坑，第一次是在元气一周年的前夕，当时只有打地牢的玩法，也只有4块石头要救我便退了坑。在说第一次回坑之前我先给凉屋道个歉，第一次回坑是因为我发现了破解版（当时年少不懂事）便玩了一个月就删了。又是半个月过去了，我无意间在B 站上看到元气可以改代码！我就有去改了两把，玩的那叫个爽，在班里都吹逼吹上天了。后来的退坑是因为临近毕业考手机被收了﹏，便把元气戒掉了。第三次回坑是在元气更新了工坊和花园，看到骑士之家大小翻了3倍的我立马回坑，穿上机甲打穿地牢！后来因为不明原因又退了一次坑，我最后一次回坑，也就是这一次，是为了无尽模式（元气又多了一条未解之谜），这一次，我看着越来越大的骑士之家，不禁潸然泪下......曾经的灵魂骑士真的成长了很多这里顺便给凉屋拜个晚年啦,2,0.004056795131845842,10
18205589,Ap酒儿盛世美颜,2020-02-22,华为荣耀10,5155.0,5,三年前初二的时候就接触了这款游戏，当时偷偷带手机去学校，寝室里的兄弟那时都在玩王者，我也是因为王者玩腻了才抱着试一试的心态下了这个游戏，很显然他成功俘获了我，不复杂的玩法，有趣的武器，慢慢地我们寝室最后甚至我们一个班的男生都开始玩这个游戏，后来推出的联机模式虽说刚开始bug很多，但是和兄弟经常玩到深夜现在上高中也没有多少时间专门留给游戏，一个周末回家可能连一把王者或者吃鸡都打不了，但是每次蹲坑的时候都会玩玩元气，偶尔放假和同学出去也必须来把四人联机满满的回忆和欢乐，相比其他需要氪金或者肝的游戏，这个游戏属实让我倍感清新，我最爱的手机游戏没有之一！,49,0.1359026369168357,10
18205539,本人太帅，无法显示,2020-02-22,小米8 UD,26.0,4,这个游戏很好玩，就画质如果在提高一个档次就好了，,1,0.002028397565922921,8
18205344,惊风,2020-02-22,,15522.0,5,好玩，武器什么的也很有意思，无尽模式也好玩，不过希望快点出远程联机,1,0.002028397565922921,10
18204932,妄,2020-02-22,华为荣耀10,16027.0,4,什么时候继续更新，新的东西都打完了,1,0.002028397565922921,8
18204836,在世界终结前一秒去表白,2020-02-22,华为荣耀4A,,5,操作简单，容易上手，内容丰富,0,0.0,10
17316303,T(づ￣ ￣)づ,2020-02-22,华为荣耀20,,5,无法安装啊回家逛逛竟然发现官方大大翻我牌子了之前没法安装我也不知道是啥，手机的原因还是咋地，但是现在已经安装上了，稀里糊涂的也不知道怎么弄的，可能是我的权限没打开吧。评论我也忘记改了，官方大大抱歉啊。至于游戏体验，emmm，玩过的都懂吧，手残党是个怎么样的体验吧，基本就到3关就撑不住了，怪的伤害躲不开就完了啊，唉，手残的悲伤。⊙⊙,0,0.004056795131845842,10
18204145,stg,2020-02-22,海信H20,841.0,5,玩了2年很快乐,0,0.0,10
18203335,青枫,2020-02-22,红米Note 7,,5,保护。,0,0.0,10
18203206,爱之言叶,2020-02-22,华为荣耀9X,,5,个人感觉元气挺好的，起码凉屋他良心啊！虽然最近新出的那些神兽皮肤要钱，人家凉屋也是要吃饭的，出一些氪金皮肤也没关系。不像猫和老鼠，又肝又氪，新出的角色还要氪金几百，这里很多皮肤都是可以攒来的。凉屋不让你往死里冲钱，需要氪金的角色都可以用角色体验券免费体验。再给你们分享一个 bug，先点击角色界面，左右两边各有一个箭头，这是用来切换皮肤的，左下角有个退出键，右下角有个开始键，你同时摁这四个箭头，有概率卡出皮肤来，如果没卡到你喜欢的皮肤，就只能继续卡，不过只能在大厅显示，你一定到地牢，他就自动切换成经典皮肤，你在大厅里展示不了该皮肤的特效，不过你最起码可以过一下眼瘾。,0,0.0,10
18203068,巭孬嫑混,2020-02-22,金立S10B,1378.0,5,很好玩。,1,0.002028397565922921,10
18202819,小胖,2020-02-22,华为Mate 9,,5,十分好玩,0,0.0,10
18202652,↙张书涵↗,2020-02-22,红米7,3085.0,5,感觉花言巧语打无尽很强，主要就找耗魔大打的（不喜勿喷）,0,0.0,10
18202640,火坦专用户,2020-02-22,华为Nova 2 Plus,,5,想要远程连机模式啊啊啊,0,0.0,10
18202526,Ⅹ浊莲丶骨生花Ⅲ,2020-02-22,华为荣耀10,3390.0,5,开黑很舒服呀哈哈哈,0,0.0,10
18202224,Joven,2020-02-22,华为荣耀6A,,5,很棒,0,0.0,10
18201280,-Blueack Star,2020-02-22,一加手机A6000,254.0,5,带劲，早上来一盘，精神一上午,1,0.002028397565922921,10
18200956,小问号,2020-02-22,小米8,1395.0,4,玩着头晕，看背景感觉有点卡,0,0.0,8
18200865,TY,2020-02-22,华为P30 Pro,1302.0,5,百玩不厌，就是关卡稍微有点短,0,0.0,10
18200820,MINIUE,2020-02-22,华为SEA-AL10,1734.0,5,在？这游戏针对我？为什么我第一次通关它不算我通关？,0,0.0,10
17455143,凌,2020-02-22,,1088.0,5,祝元气早日10.0分。新版本（2.5.1）修改许多bug但部分boss皮肤1、2技能还是没有特效，希望早日加上去。还有死灵法师没有皮肤，无尽模式设定不好，机器人1技能不吃反弹，新蓝图爆率太低，熊孩子和年兽机架出现率太高（希望下次更新可以优化）（华丽分割线）【凉屋出品，必是精品】希望凉屋在2020年越做越好！希望死灵法师早日上皮肤。3周年皮肤点赞！,2,0.008113590263691683,10
18200002,不倒翁倒倒倒,2020-02-22,魅族M1813,59.0,5,游戏体验一个字：好！以前瞎了眼不玩元气骑士，现在简直玩上瘾了，打怪真的很爽。就是希望可以远程联机的，特殊时期，哪有什么朋友在身边一起玩吖,0,0.0,10
18199864,公寓里的犬来八荒,2020-02-22,Vivo Z3i,1469.0,5,挺不错的游戏,0,0.0,10
18199827,梁月子,2020-02-22,红米K20 Pro,5082.0,5,还不更新,1,0.002028397565922921,10
18198595,,2020-02-22,vivo Y81s,104.0,5,我的手机不是很好，不过依然能够很流畅的运行，真的一点都玩不腻，也很值得去肝,0,0.0,10
18198533,QQ用户8508513,2020-02-22,OPPO A9中国版,800.0,1,元气骑士已经慢慢进化成网络游戏了，加油,-26,0.06490872210953347,2
18198482,dshzsh,2020-02-22,华为荣耀20,8082.0,5,挺好的地牢闯关游戏武器都挺有新意的，玩法独特要是能做好远程联机就更好了,0,0.0,10
18198099,figon,2020-02-21,小米MIX 2,2297.0,1,这个游戏很久之前玩的了我不得不承认是一个很好的游戏我打这么低的分数只有一个原因且听我娓娓道来遥想当年，元气骑士还没有云存档鄙人氪金两百多（应该是两百多，没去加）连肝好几周终于搞齐了全英雄（当时最新是机器人，或者是狂战士？记不清了）和全道具(指花圃)但是因为当时手机出了点问题刷了机，把存档搞没了当我带着充值记录去找客服的时候我也不要求别的，能肝出来的我都不要了就把那些只能氪才能获得的英雄和道具给我恢复了就行结果客服就在那给我扯了一上午的皮那我就只能说你很棒了凭这个，我觉得我可以打一星,-18,0.14198782961460446,2
18198383,什么情况,2020-02-21,金立M6,2666.0,5,想重温的我发现停止运行了,0,0.0,10
18198136,star执着,2020-02-21,华为荣耀Magic 2,3137.0,5,被室友安利的，四个人聚在一起玩，真的是你想不到的快乐,0,0.0,10
18197817,潜水员,2020-02-21,华为Nova 3e,14350.0,5,无需赘言，这是一款相当优秀的游戏，玩就对了,0,0.0,10
18197811,小团团,2020-02-21,Vivo X6D,489.0,5,希望可以联网联机！因为都是同学不在一起所以没办法一起玩！但是这款游戏真的不错！,0,0.0,10
18197265,川涌云飞,2020-02-21,黑鲨游戏手机,2.0,4,能不能出一个在线跟朋友联机的模式啊，疫情都在家宅着，根本没朋友一起玩啊，一天自己肝也没意思啊。顺手出个账号也行啊，换手机还能接着玩，氪了几个角色，现在手机不太好用了，都不敢换手机。,6,0.02028397565922921,8
18196594,南歌北墓,2020-02-21,,4101.0,5,怎么我的没有机器人，我不配吗,0,0.0,10
18196459,沙雕网友,2020-02-21,华为畅享9,2.0,5,玩了三年多了，从最开始的玩法单一到现在，氪不氪金都会靠自己赚钱升级人物，玩法也越来越多，枪也越来越多，地图也越来越多样，塔防那个打了两百多关现在卡的一批，不过这个可以理解哈哈哈，希望元气越来越好。,-1,0.002028397565922921,10
18196108,╰★浅眼黎陌★╮,2020-02-21,华为荣耀9青春版,6364.0,3,联机模式不是进不了房门就是开不了凉屋凉了?,-3,0.006085192697768763,6
18195764,鸡柳味冰激凌,2020-02-21,荣耀畅玩6X,,4,还可以吧，就是太氪了。,-1,0.002028397565922921,8
18195759,名字无法显示,2020-02-21,华为畅享9 Plus,15335.0,5,很不错哦,0,0.0,10
18195173,2,2020-02-21,华为荣耀20Pro,,5,角色皮肤对应的初始武器可不可以和皮肤一个系列啊，看着好别扭,0,0.0,10
18194933,云之凡,2020-02-21,华为Nova 4e,,5,666666666666666666666663,0,0.0,10
18194644,@Pakho,2020-02-21,一加手机 7 Pro,6111.0,5,超赞,0,0.0,10
18194347,不要停下来啊,2020-02-21,OPPO R9s Plus,4507.0,5,非常棒的游戏，希望能出更多的玩法,0,0.0,10
18193356,柠檬哭哭,2020-02-21,Vivo S1,,5,新游戏快点出吖！,0,0.0,10
18193276,叶烨枫,2020-02-21,华为Mate 8,3395.0,5,还是很棒的，不知道是不是最近运气不怎么样，强化装备和侍者都很难碰到，对于我这样经常拿蓝色武器打的通关，有点难受,0,0.0,10
18192898,我妻逸善,2020-02-21,魅族M3,3.0,5,一开始我jio得那啥咖喱棒好强的样子，但后面捡了几次，蓄力实在是太久，伤害性价比太低，吊炸天模式，就算有蓄力加成，还是很容易蓄力的时候就被怪gan掉了。很鸡肋。但最近就是刺客焰刀加咖喱过了遍吊炸天，差点没笑出来。咖喱棒正确打开方式：咖喱棒挥出后会变大，先在战斗图外蓄力，然后往图里一挥，挥的瞬间马上开技能进图，一进去那个剑气好的情况下基本可以帮忙带完第一波怪。自带特效进场，这才符合主角的身份。,3,0.014198782961460446,10
18192883,失去梦想的咸鱼,2020-02-21,金立S7,,4,为啥不给我导弹发射器,0,0.0,8
18192318,恶,2020-02-21,华为畅享9,1149.0,5,好游戏，跟同学一起玩，增进友谊断断续续玩了两年,0,0.0,10
18192006,hyp,2020-02-21,一加手机 7,8914.0,5,一个人肝也不错，最好是找朋友一起玩各种骚套路才爽,0,0.0,10
18191840,祝我好运,2020-02-21,华为畅享8,2018.0,5,很赞，一把游戏武器你基本上拿不到重样的，但同样你也拿不到合成的武器，所以能不能加上更多的合成武器？还有电视，电视本来是放电影的，怎么这里放的全是广告？建议下次可以把更新预告放到电视里，或者放点别的，比如海报？别较真我游戏时长，我应用市场上下的,0,0.0,10
18191606,々 『Tommy  ★Jarv,2020-02-21,华为荣耀7,,5,不多说，皮肤角色基本都买了，又肝又氪（虽然不用太多的充钱），支持一波!（就是饮料机好难出!）,0,0.0,10
18191483,38874150@Social,2020-02-21,华为荣耀Play,,4,我只希望凉屋能出一个开黑系统，一个区域网玩太麻烦了PS：我真是服了tap了，发表一个评论还有做一张试卷，真的是好棒呢。,-1,0.002028397565922921,8
18191200, Poker,2020-02-21,华为P9,1672.0,5,好游戏,1,0.002028397565922921,10
18190345,-,2020-02-21,小米8,,5,这东西，嗯有点上头,1,0.002028397565922921,10
18190153,吟炽断剑,2020-02-21,OPPO Reno Ace,,5,游戏很好，记得以前和发小一起玩一起联机，虽然这么多年了，更新了很多还是很喜欢,1,0.002028397565922921,10
18189938,无敌小泡王,2020-02-21,华为SEA-AL10,3018.0,5,每天打两把，快乐的很，虽然一毛钱没充，玩来玩去感觉骑士最强，我要永远玩骑士。,0,0.0,10
18189311,丑不拉几老仙女,2020-02-21,红米Note 7,,1,不想说那么多了，bug大堆不想着怎么修反而干啥都要钱，吃相太难看了，爷搞半天解锁个机器狗你和我说一个技能10块？做点人事吧。还有那个啥远古时代我以为500永久解锁结果你和我说500块一次？？？你5k解锁永久都没啥可说，问题是这吃相太难看了,-40,0.08519269776876268,2
18189227,Azir  Ices,2020-02-21,华为Nova 2,2825.0,5,以前觉得一般，出了古代传送门真的特别好玩！！！,0,0.0,10
18189210,星芸阑眸,2020-02-21,华为Nova 3i,186.0,5,熟悉的像素画风（爱了）元气的装备搭配什么的相当丰富真的是恨不得把所有的都体验一遍在学校里还可以和身边的同学一起联机元气用来打发打发无聊的时间是真的很不错的,2,0.004056795131845842,10
18188844,985,2020-02-21,,9062.0,5,嗯。。。我一直不喜欢打评论，但元气骑士真的是我玩的最久的一款游戏。我磕了不少吧，但我觉得磕的很值得。6月就高考了，我终于赞满了全人物，不过我可能要暂时放一段时间了，等我以后学了软件，打算应聘凉屋的程序员。嘿嘿。,2,0.004056795131845842,10
15249681,群鲨,2020-02-21,华为荣耀8青春版,14897.0,5,很好的一款游戏，打怪兽可以打到爆，我现在通关六十多次，却依然没有厌烦，很耐玩，给凉屋提个建议，扭蛋机出蓝图几率高点吧，我就差鱼缸了，抽了上千次扭蛋机，都没出蓝图，我发个贴，结果有个人一次就出蓝图鱼缸，但总体来说，还是很棒的一款游戏，五星！五星！必须五星！,1,0.002028397565922921,10
18107355,我的神呀!!!,2020-02-21,OPPO R9,,5,无尽模式非常好玩，缺点就是太卡。封杀熊孩子，熊孩子出现的几率太高了，给的东西不算太好，好不容易刷出一个多种雕像效果，结果全是熊孩子一个雕像也没有。,0,0.0,10
18186350,GSKDS,2020-02-21,Vivo Y66,17314.0,5,我这个人不是特别会说话，也不会用什么太好的词语去形容，只知道这款游戏带给我的不仅仅是快乐，更多的是带来的震撼。给五星评价是当然的，没有什么可以争议，总之就是很喜欢了,0,0.0,10
18186111,手机用户61520850,2020-02-21,三星Galaxy Note8,,5,感觉已经玩了好久这个游戏，出了不少好特效的皮肤而且加钱跟别的游戏比起来很合理了，而且还有自己办公室为原型的小黑屋(拿牧师奶一口设计狮可以拿一个皮肤碎片)，希望凉屋继续加油吧，看好萌萌的元气。,0,0.0,10
18185744,手机用户64383150,2020-02-21,Vivo Y66,,5,凉屋真的在用心做游戏，但是，玩的时间久了，还是会出现乏味，主要是bug(特性)支持我们玩下去，玩梗的技术凉屋大大真心好，也不和某易和某迅一样坑钱，还有，不要玩破解版了，不然凉屋大大真的不行了。,0,0.0,10
18185228,老友,2020-02-21,一加手机5T,6226.0,5,从17年就开始玩了 不过原来玩的从应用商店下载的 换完手机就找不到了 现在是八月份下载的感觉现在很少能找到可玩性这么高的游戏了我个人并不喜欢像素累的游戏  元气骑士是我手机里唯一一个像素游戏,3,0.006085192697768763,10
18184675,迷糊的哥布林,2020-02-21,小米MIX 2S,1192.0,4,游戏还不错，很早之前玩的，还买了英雄。可惜当时没出云存档。,0,0.004056795131845842,8
18184356,兜里有一块钱,2020-02-21,三星Galaxy S9+,4693.0,5,哇这就很难受了，游戏质量真的很良心，画质也好，画风也漂亮，都是我准成年一天就八十六分钟，我哭了，还有希望无尽模式可以联机！,0,0.0,10
18184288,阿泰,2020-02-21,Vivo X5M,10744.0,5,从9点***分到9点6，不得不来支持下凉屋，说真的凉屋是我目前见过最用心的厂家，真的不容易，多多理解吧。,2,0.004056795131845842,10
18184271,娃娃菜,2020-02-21,OPPO R9s,4648.0,5,体验极好,0,0.0,10
18184258,像少年啦飞驰,2020-02-21,,4456.0,5,希望官方能给人偶房单独弄个图标，这样就不用浪费时间跑些不必要的图了,0,0.0,10
13066992,不怕冰杖的龙蝇,2020-02-21,华为Mate 10,2025.0,4,游戏本身没问题，一星扣给防沉迷,-1,0.002028397565922921,8
18184237,敷衍,2020-02-21,华为畅享10 Plus,1813.0,5,挺喜欢这个游戏，也希望可以做得更好,0,0.0,10
18184130,任性不认命,2020-02-21,,1590.0,5,我也算个老玩家了，元气骑士这款游戏呢，我是非常推荐的，你可以氪，也可以肝，氪金也就多点皮肤角色，在下微氪，也就买了买角色，和几个喜欢的皮肤，其他全靠肝，如果你玩这款游戏的话，你可以只买角色，其他材料，蓝币，和部分皮肤都能肝出来。这游戏还是很耐玩的，但是不要换版本，你玩那个版就一直玩那个版，因为你的云存档账号在其他版本上是登不上的。非常推荐，想玩可以下载。,9,0.018255578093306288,10
15477522,笨,2020-02-21,Vivo Y67,301.0,5,好玩，虽然游戏时长有点不对（大约两年了），但这真的是个好游戏。画质好，像素好玩法好，地牢好枪械，三百特别是不用瞄准，手感加倍。就是更新有点慢，希望能见到更好的版本。虽然是个零氪党，但这游戏还是不断给我期待^^我个人是比较讨厌打怪升级的，特别是一刀999的那种，但是这款游戏确实是吸引力我。现在出了无尽模式希望作者大大可以好好优化一下，不然手机带不起来啊。。。bug们可以修复的就修复一下吧。。。不强求了。,1,0.002028397565922921,10
18184055,呵呵呵,2020-02-21,OPPO A33,41.0,5,好玩，有趣，可以联机,0,0.0,10
18182963,汐若初见,2020-02-21,华为P8,1356.0,5,不多不多也就玩了30多个小时，嘻嘻。见着凉屋从缺钱小公司到现在，少不了这个游戏的付出，毕竟这款游戏是我最喜欢的游戏，这款游戏是我第一次接触rouglike玩法的游戏，我刚刚解触就爱上了这款游戏，中间又断断续续删了好几回（导致存档一直就只有游侠呢几个），但不能阻止我爱这款游戏！！！这款游戏让我在课余时间里姐们，放松，跟基友开黑，等等的美好回忆，希望这款游戏永垂不朽，走向更好的未来，加油凉屋,9,0.034482758620689655,10
18182924,吃冰,2020-02-21,Vivo X20,,5,元气骑士，谁不i呢？去年十二月份和舍友在课上开黑(四人间)我把扫把扔进熔炉开到一拳我两位可爱的舍友都没有控制好音量同时***面对着老师和同学们真诚而灼热的目光娇羞的他们扭捏着站了起来两位纯情的少男在彼此温柔的目光中就这样在毛概课程上面献出了自己的第一次当众共同表演节目的经历他们在我们毛概老师已经五十岁的董老师面前深情款款，含情脉脉的完成了一曲董小姐哦，我的天。我像上帝发誓，如果人间真的有真爱天主真的心怀慈悲，就让他们在默默流淌的爱河中架舟遨游吧。爱河难道这就是你分手的借口哈哈，我们宿舍玩元气都挺痴迷。一遍一遍打过了还是觉得好玩。我玩的时间最早，他们都是跟我玩的。一开始啥也不会，就硬抢，然后动不动就死，我一个舍友，玩得是体感游戏，让他用个弓蓄力瞄准就跟真的一样，后仰前倾的，哈哈。感谢元气带我们这四个远离老家的兄弟度过大一生活，不过后面我们开黑机会可能少一点了，刚才说的那个体感游戏同学，他特么玩元气处上对象了，他对象爱玩吃鸡，烦(我们理科生，全系就七八个女生那种)mgb，迟早给你拆了。(不会被看到吧，dbq，蒋老师我开玩笑的),75,0.20081135902636918,10
